n_species,n_fish,n_targets,n_pings,n_tracks,ts_mean_overall_mean,ts_mean_overall_sd,ts_mean_overall_min,ts_mean_overall_median,ts_mean_overall_max
3,44,14575,9278,14072,-45.5612622696398,6.363593256044672,-56.738523,-46.520994,-25.519105
