"fishNum","dateSample","dateTimeSample","dateProcessed","species","spCode","totalLength","forkLength","weight","girth","dorsoLatHeight","clipTag","sex","mat","airbladderTotalLength","airBladderWidth","airbladderWeight","airBladderWeightCond","agingStructure","tissueSample","Region_name","FishTrack","Ping_time","deltaRange","deltaMinAng","deltaMajAng","aspectAngle","Target_range","Angle_minor_axis","Angle_major_axis","Distance_minor_axis","Distance_major_axis","StandDev_Angles_Minor_Axis","StandDev_Angles_Major_Axis","Target_true_depth","pingNumber","Ping_S","Ping_E","Num_targets","TS_mean","Target_range_mean","Speed_4D_mean_unsmoothed","Fish_track_change_in_range","Time_in_beam","Distance_3D_unsmoothed","Thickness_mean","Exclude_below_line_range_mean","Target_depth_mean","Target_depth_max","Target_depth_min","Fish_track_change_in_depth","Region_bottom_altitude_min","Region_bottom_altitude_max","Region_bottom_altitude_mean","Region_top_altitude_min","Region_top_altitude_max","Region_top_altitude_mean","F45","F45.5","F46","F46.5","F47","F47.5","F48","F48.5","F49","F49.5","F50","F50.5","F51","F51.5","F52","F52.5","F53","F53.5","F54","F54.5","F55","F55.5","F56","F56.5","F57","F57.5","F58","F58.5","F59","F59.5","F60","F60.5","F61","F61.5","F62","F62.5","F63","F63.5","F64","F64.5","F65","F65.5","F66","F66.5","F67","F67.5","F68","F68.5","F69","F69.5","F70","F70.5","F71","F71.5","F72","F72.5","F73","F73.5","F74","F74.5","F75","F75.5","F76","F76.5","F77","F77.5","F78","F78.5","F79","F79.5","F80","F80.5","F81","F81.5","F82","F82.5","F83","F83.5","F84","F84.5","F85","F85.5","F86","F86.5","F87","F87.5","F88","F88.5","F89","F89.5","F90","F90.5","F91","F91.5","F92","F92.5","F93","F93.5","F94","F94.5","F95","F95.5","F96","F96.5","F97","F97.5","F98","F98.5","F99","F99.5","F100","F100.5","F101","F101.5","F102","F102.5","F103","F103.5","F104","F104.5","F105","F105.5","F106","F106.5","F107","F107.5","F108","F108.5","F109","F109.5","F110","F110.5","F111","F111.5","F112","F112.5","F113","F113.5","F114","F114.5","F115","F115.5","F116","F116.5","F117","F117.5","F118","F118.5","F119","F119.5","F120","F120.5","F121","F121.5","F122","F122.5","F123","F123.5","F124","F124.5","F125","F125.5","F126","F126.5","F127","F127.5","F128","F128.5","F129","F129.5","F130","F130.5","F131","F131.5","F132","F132.5","F133","F133.5","F134","F134.5","F135","F135.5","F136","F136.5","F137","F137.5","F138","F138.5","F139","F139.5","F140","F140.5","F141","F141.5","F142","F142.5","F143","F143.5","F144","F144.5","F145","F145.5","F146","F146.5","F147","F147.5","F148","F148.5","F149","F149.5","F150","F150.5","F151","F151.5","F152","F152.5","F153","F153.5","F154","F154.5","F155","F155.5","F156","F156.5","F157","F157.5","F158","F158.5","F159","F159.5","F160","F160.5","F161","F161.5","F162","F162.5","F163","F163.5","F164","F164.5","F165","F165.5","F166","F166.5","F167","F167.5","F168","F168.5","F169","F169.5","F170","F173","F173.5","F174","F174.5","F175","F175.5","F176","F176.5","F177","F177.5","F178","F178.5","F179","F179.5","F180","F180.5","F181","F181.5","F182","F182.5","F183","F183.5","F184","F184.5","F185","F185.5","F186","F186.5","F187","F187.5","F188","F188.5","F189","F189.5","F190","F190.5","F191","F191.5","F192","F192.5","F193","F193.5","F194","F194.5","F195","F195.5","F196","F196.5","F197","F197.5","F198","F198.5","F199","F199.5","F200","F200.5","F201","F201.5","F202","F202.5","F203","F203.5","F204","F204.5","F205","F205.5","F206","F206.5","F207","F207.5","F208","F208.5","F209","F209.5","F210","F210.5","F211","F211.5","F212","F212.5","F213","F213.5","F214","F214.5","F215","F215.5","F216","F216.5","F217","F217.5","F218","F218.5","F219","F219.5","F220","F220.5","F221","F221.5","F222","F222.5","F223","F223.5","F224","F224.5","F225","F225.5","F226","F226.5","F227","F227.5","F228","F228.5","F229","F229.5","F230","F230.5","F231","F231.5","F232","F232.5","F233","F233.5","F234","F234.5","F235","F235.5","F236","F236.5","F237","F237.5","F238","F238.5","F239","F239.5","F240","F240.5","F241","F241.5","F242","F242.5","F243","F243.5","F244","F244.5","F245","F245.5","F246","F246.5","F247","F247.5","F248","F248.5","F249","F249.5","F250","F250.5","F251","F251.5","F252","F252.5","F253","F253.5","F254","F254.5","F255","F255.5","F256","F256.5","F257","F257.5","F258","F258.5","F259","F259.5","F260"
"BUR001",2022-07-24,2022-07-24 11:03:00,2022-07-26,"burbot",271,465,NA,712,204,31,"N","1",1,110,NA,NA,0,"A","MD","Region_3","Region_3_1967"," 15:09:21.8150",0.0117059999999984,0.39785,-0.2415,1.44079927030043,14.128659,-0.91834,4.5003,-0.225748,1.108442,0.090762,0.035443,14.083302,1967,1967,1993,18,-35.856088,14.081837,1.0433,-0.18729,3.817,3.9824,0.020224,15.5,14.044159,14.188103,13.900424,-0.182879,1.259311,1.540245,1.391324,1.279535,1.560469,1.411548,-38.814772,-38.830886,-38.890894,-38.62025,-38.722318,-38.564741,-38.539975,-38.5102,-38.407615,-38.443101,-38.564153,-38.980974,-39.568939,-40.344404,-40.980682,-41.352451,-41.345188,-40.997327,-40.451076,-39.81035,-39.192366,-38.641924,-38.180857,-37.820006,-37.564098,-37.475141,-37.607189,-38.10615,-39.022291,-40.446352,-42.450962,-45.187171,-49.008772,-52.149517,-49.305608,-45.598149,-43.048951,-41.445143,-40.408213,-39.638081,-38.908176,-38.010884,-36.979207,-36.034894,-35.219478,-34.51013,-33.912693,-33.286098,-32.679278,-32.010927,-31.363803,-30.798219,-30.326119,-29.956298,-29.66723,-29.425237,-29.266523,-29.203096,-29.296971,-29.62911,-30.217871,-31.094067,-32.209871,-33.53188,-35.071109,-37.018953,-39.584341,-43.495201,-50.945948,-55.3934,-45.248389,-40.678354,-37.814781,-35.787166,-34.230919,-33.011619,-32.124948,-31.538256,-31.317388,-31.416369,-31.760689,-32.238779,-32.747401,-33.378426,-34.204359,-35.525399,-36.699994,-36.802827,-35.881776,-34.789424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-34.21854,-33.930884,-33.709462,-33.598955,-33.639021,-34.845241,-36.112119,-36.996386,-37.86512,-38.652731,-39.413652,-39.867047,-40.286688,-40.788704,-40.971621,-41.170102,-41.023676,-40.760136,-40.521732,-40.178467,-39.958475,-39.779669,-39.744862,-39.723647,-39.752433,-39.579322,-39.278074,-39.057888,-38.829843,-39.10311,-39.361472,-39.792643,-40.151012,-40.117979,-40.04181,-39.67886,-39.098872,-38.664567,-38.185847,-37.528108,-36.919444,-36.184972,-35.215401,-34.499265,-33.602352,-32.933284,-32.440693,-32.1147,-31.942401,-32.011893,-32.109213,-32.45013,-32.884782,-33.159223,-33.573208,-33.77361,-33.863734,-33.984268,-33.941687,-33.815549,-33.617198,-32.758883,-31.732617,-30.639545,-29.423497,-29.537455,-29.827981,-30.279571,-30.623398,-30.595999,-30.514991,-30.516343,-30.719328,-31.150313,-31.711704,-32.226931,-32.576571,-32.455185,-32.323788,-31.964397,-31.670766,-32.480097,-33.287887,-34.494746,-35.748204,-36.703482,-38.089812,-40.305671,-42.511387,-44.216734,-44.234833,-42.118516,-39.929403,-37.839108,-35.804077,-34.963722,-34.18628,-34.63579,-35.55584,-35.430748,-35.412804,-34.291492,-32.138932,-31.056871,-30.391113,-31.196137,-33.036055,-34.819881,-35.822172,-35.357076,-34.148536,-34.728542,-35.630637,-36.957834,-37.905382,-37.519558,-36.833824,-36.094833,-35.297567,-35.557631,-36.243062,-36.929791,-37.416288,-37.330048,-36.733302,-37.021417,-37.662085,-38.69977,-40.496487,-41.636697,-40.976576,-38.544338,-35.940821,-36.047729,-37.310693,-39.374734,-42.550878,-43.508127,-42.296647,-41.280703,-40.722374,-40.463892,-40.539877,-40.505689,-39.585681,-38.214812,-37.453567,-37.549317,-38.652207,-40.743357,-41.0611,-41.522039,-42.061472,-42.698343,-44.172359,-42.902368,-39.699321,-38.811742,-39.240768,-40.862578,-40.009669,-37.456174,-36.069332,-34.819228,-34.31964,-35.300338,-32.164655,-28.532551,-26.435389,-24.920566,-24.920197,-26.182344,-23.195921,-20.935514,-19.69688
"BUR001",2022-07-24,2022-07-24 11:03:00,2022-07-26,"burbot",271,465,NA,712,204,31,"N","1",1,110,NA,NA,0,"A","MD","Region_3","Region_3_1968"," 15:09:21.9600",0,0.432616,0.0122999999999998,0,14.140365,-0.52049,4.2588,-0.128098,1.050051,0.011464,0.085497,14.100741,1968,1967,1993,18,-35.856088,14.081837,1.0433,-0.18729,3.817,3.9824,0.020224,15.5,14.044159,14.188103,13.900424,-0.182879,1.259311,1.540245,1.391324,1.279535,1.560469,1.411548,-44.603438,-42.725789,-41.198087,-39.67231,-38.792759,-37.935088,-37.488491,-37.307162,-37.280499,-37.519717,-37.886596,-38.537101,-39.365833,-40.50803,-41.846417,-43.464572,-45.402393,-47.629661,-49.485143,-49.137771,-46.815995,-44.376848,-42.433524,-40.984832,-39.924072,-39.173458,-38.62984,-38.260796,-37.92158,-37.527579,-37.023438,-36.400582,-35.804939,-35.280492,-34.868641,-34.65016,-34.550675,-34.661464,-34.971757,-35.546113,-36.535364,-37.923431,-39.442547,-40.654258,-41.129025,-40.874772,-40.223108,-39.344195,-38.532415,-37.909652,-37.64164,-37.681068,-37.789529,-37.741823,-37.433438,-36.906414,-36.334063,-35.849634,-35.567436,-35.476592,-35.290604,-34.574894,-33.169851,-31.479866,-29.904607,-28.667384,-27.699322,-27.018969,-26.511491,-26.177485,-25.980443,-25.959982,-26.098627,-26.445672,-26.966846,-27.639401,-28.44178,-29.271628,-30.062947,-30.66115,-31.008137,-31.137704,-31.131155,-31.117659,-31.011811,-30.905249,-30.510028,-29.916377,-29.441441,-29.350351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-29.97776,-30.312917,-30.760359,-31.333833,-32.019765,-33.624368,-34.979416,-35.482732,-35.487041,-35.097127,-34.557167,-33.844126,-33.305129,-33.174386,-33.186692,-33.556594,-33.79495,-33.900718,-33.910764,-33.734441,-33.584321,-33.405938,-33.280068,-33.130147,-33.059513,-32.928657,-32.828543,-32.887499,-32.983467,-33.55261,-34.268619,-35.379458,-36.631583,-37.587791,-38.332092,-38.543869,-38.246321,-37.821571,-37.186049,-36.292664,-35.366357,-34.347712,-33.242828,-32.613068,-32.142999,-32.09128,-32.283163,-32.57127,-32.93878,-33.531534,-34.204085,-35.144879,-36.174714,-36.978065,-37.701375,-37.93563,-37.779683,-37.573817,-37.318428,-37.146311,-37.085062,-36.603377,-36.140747,-35.752478,-35.184605,-35.504037,-35.602334,-35.519918,-35.242161,-34.717247,-34.252717,-33.947834,-33.859292,-33.97704,-34.216008,-34.448323,-34.592212,-34.39486,-34.240663,-33.924619,-33.727006,-34.582068,-35.427478,-36.460966,-37.282125,-37.505945,-37.932333,-39.2308,-41.066422,-43.804761,-46.605,-48.022402,-49.299758,-51.36958,-55.604359,-55.574314,-50.419479,-47.958719,-46.648308,-44.513537,-42.189132,-38.818501,-35.359222,-33.815044,-33.194404,-34.213204,-35.922767,-36.603328,-35.378558,-33.154509,-31.108956,-30.998924,-31.489349,-32.943586,-34.770257,-35.653765,-35.446379,-34.484648,-33.610732,-34.103326,-35.256305,-36.526158,-37.905725,-39.139899,-40.038201,-41.313549,-41.939501,-41.814031,-41.299348,-39.801415,-38.0718,-36.686378,-35.47478,-36.10877,-36.879551,-37.425964,-38.610398,-40.07679,-42.870239,-46.7249,-48.967749,-49.509813,-52.877103,-51.758521,-43.382023,-38.541781,-35.746226,-34.047573,-33.035502,-32.635023,-31.311536,-30.681018,-29.717651,-28.351362,-27.787841,-27.125054,-26.670678,-26.796428,-25.862291,-25.924209,-26.055675,-25.764671,-26.433847,-26.947591,-26.844177,-26.214342,-23.9737,-22.10266,-21.368435,-21.159299,-23.350612,-33.86522,-22.276959,-17.447966,-16.242912
"BUR001",2022-07-24,2022-07-24 11:03:00,2022-07-26,"burbot",271,465,NA,712,204,31,"N","1",1,110,NA,NA,0,"A","MD","Region_3","Region_3_1969"," 15:09:22.1040",0.0585280000000008,0.174356,0.1309,15.0265812534986,14.140365,-0.087874,4.2711,-0.021627,1.053105,0.092821,0.238344,14.101079,1969,1967,1993,18,-35.856088,14.081837,1.0433,-0.18729,3.817,3.9824,0.020224,15.5,14.044159,14.188103,13.900424,-0.182879,1.259311,1.540245,1.391324,1.279535,1.560469,1.411548,-52.359911,-54.653565,-53.172086,-50.974915,-49.548376,-48.06673,-47.039243,-46.487134,-46.300204,-46.466183,-46.670424,-46.921692,-47.07761,-47.348021,-47.70837,-48.251712,-48.906326,-49.503043,-49.767499,-49.27398,-47.770812,-45.537472,-43.139507,-40.937273,-39.043671,-37.477956,-36.183956,-35.182535,-34.431147,-33.971326,-33.788084,-33.763081,-33.863131,-33.992502,-34.124132,-34.319823,-34.497073,-34.715671,-34.886641,-34.953485,-34.968152,-34.969571,-35.009674,-35.156163,-35.32593,-35.452824,-35.578995,-35.635689,-35.747485,-35.847472,-35.846985,-35.499758,-34.685143,-33.575592,-32.379441,-31.207371,-30.15246,-29.24258,-28.540434,-28.112356,-27.978849,-28.179634,-28.690947,-29.52128,-30.713129,-32.492635,-35.165281,-39.834283,-52.813727,-44.408189,-36.892835,-33.102096,-30.672594,-28.996985,-27.749169,-26.758726,-25.946517,-25.235501,-24.671131,-24.259609,-24.05522,-24.065744,-24.233535,-24.550506,-24.870582,-25.303018,-25.58668,-25.733126,-25.847559,-26.020928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-30.919373,-31.048327,-31.26451,-31.618518,-32.151889,-33.772986,-35.502332,-36.952228,-38.612286,-40.645452,-43.390399,-46.992856,-50.623657,-49.329978,-45.852477,-43.384015,-41.607432,-40.485859,-39.9181,-39.610425,-39.572978,-39.613874,-39.779352,-40.059593,-40.648333,-41.452627,-42.486364,-43.539282,-43.819251,-43.263365,-41.875557,-40.515595,-39.276277,-37.865793,-36.466383,-34.87921,-33.227483,-31.917779,-30.818014,-29.813169,-29.048731,-28.363252,-27.63551,-27.29606,-26.940762,-26.793977,-26.706968,-26.580766,-26.42629,-26.386725,-26.326774,-26.467889,-26.671167,-26.689341,-26.774801,-26.644136,-26.44782,-26.445344,-26.498266,-26.641226,-26.850057,-26.566466,-26.229403,-25.953114,-25.641362,-26.522987,-27.485104,-28.411004,-29.109947,-29.444565,-29.729451,-30.111073,-30.670247,-31.352736,-31.967122,-32.293909,-32.265313,-31.739395,-31.223889,-30.574247,-30.075479,-30.64145,-31.180419,-31.889975,-32.379681,-32.24367,-32.183229,-32.697648,-33.294078,-34.312701,-35.117684,-34.586762,-33.75749,-32.530673,-31.228009,-31.295795,-31.637743,-33.034102,-34.607303,-34.987674,-35.40905,-35.260276,-35.107722,-36.451541,-37.958954,-40.072657,-41.971111,-43.404619,-45.432985,-49.279555,-49.591799,-44.534136,-41.769472,-41.57003,-43.581795,-47.345223,-44.586217,-38.712841,-35.609112,-35.538803,-37.423428,-40.335708,-41.784734,-39.982642,-38.174926,-38.445589,-40.097284,-43.212419,-47.531749,-48.16257,-45.377635,-42.430316,-39.942447,-40.954268,-45.225825,-49.866595,-44.118498,-41.973474,-42.961193,-39.979956,-35.46612,-33.170622,-32.875101,-34.195326,-35.438635,-33.504355,-30.788559,-29.062836,-28.545379,-29.789927,-31.967107,-36.174915,-39.023231,-38.991871,-38.611645,-37.662659,-36.687846,-37.416735,-39.765249,-47.647243,-56.078721,-44.258276,-40.323948,-35.936854,-30.150465,-26.8228,-24.54362,-22.987749,-22.066686,-20.416864,-18.283792,-15.914689,-12.739604,-12.235742,-12.369379
"BUR001",2022-07-24,2022-07-24 11:03:00,2022-07-26,"burbot",271,465,NA,712,204,31,"N","1",1,110,NA,NA,0,"A","MD","Region_3","Region_3_1970"," 15:09:22.2510",-0.0702339999999992,-0.822272,0.1264,-4.82563464832042,14.198893,0.086482,4.402,0.021369,1.089828,0.170466,0.353859,14.15699,1970,1967,1993,18,-35.856088,14.081837,1.0433,-0.18729,3.817,3.9824,0.020224,15.5,14.044159,14.188103,13.900424,-0.182879,1.259311,1.540245,1.391324,1.279535,1.560469,1.411548,-41.738457,-41.201149,-40.828811,-40.45505,-40.965566,-41.857992,-43.55085,-45.941199,-49.106147,-53.41271,-56.335021,-53.401604,-50.141174,-48.142525,-46.879204,-46.069904,-45.508699,-45.143363,-45.039534,-45.242983,-45.778193,-46.507301,-47.078831,-47.013573,-46.151437,-44.879366,-43.613694,-42.616042,-41.840606,-41.178305,-40.501235,-39.76137,-39.125492,-38.678166,-38.47163,-38.550106,-38.762134,-39.102302,-39.447062,-39.740379,-39.962466,-39.882618,-39.338639,-38.562193,-37.755933,-37.008351,-36.399647,-35.866059,-35.555215,-35.483078,-35.747181,-36.301862,-36.977845,-37.547255,-37.657815,-36.997441,-35.707776,-34.207476,-32.875786,-31.886612,-31.204555,-30.754587,-30.441662,-30.291827,-30.388172,-30.89114,-31.803216,-33.280356,-35.420264,-38.631696,-43.721672,-47.68357,-41.750306,-37.285167,-34.349966,-32.21097,-30.554015,-29.192098,-28.121078,-27.299479,-26.714819,-26.312131,-25.976657,-25.674676,-25.288048,-25.049575,-24.842776,-24.80068,-24.981627,-25.305576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-32.505733,-31.669694,-30.760375,-29.937103,-29.261454,-29.654512,-30.020475,-29.878879,-29.598999,-29.177125,-28.720856,-28.082509,-27.611861,-27.561358,-27.685328,-28.249535,-28.728149,-29.120057,-29.468688,-29.664933,-29.904978,-30.046035,-30.073176,-29.852593,-29.530164,-29.053575,-28.618985,-28.423004,-28.328258,-28.730304,-29.147823,-29.772461,-30.396108,-30.753711,-31.188846,-31.498012,-31.681488,-31.976218,-32.105927,-31.93071,-31.70296,-31.367741,-30.924096,-30.880921,-30.789839,-30.891488,-31.043174,-31.208362,-31.452932,-31.930479,-32.452146,-33.204596,-34.029625,-34.713427,-35.56842,-36.214057,-36.586261,-36.818474,-36.866832,-36.872556,-36.838424,-36.213615,-35.51484,-34.858605,-34.086175,-34.388783,-34.546649,-34.594154,-34.481386,-34.131484,-33.856663,-33.695732,-33.62145,-33.534024,-33.304711,-32.874628,-32.325688,-31.500987,-30.833549,-30.037231,-29.314218,-29.601748,-29.815895,-30.3581,-30.970266,-31.331258,-32.112626,-33.594107,-34.857752,-35.804924,-35.823275,-34.189066,-32.372196,-30.426296,-28.642204,-28.424595,-28.460782,-29.44177,-30.388488,-29.823242,-29.03095,-27.383767,-25.484627,-24.993853,-24.64068,-25.164969,-25.993465,-26.296395,-26.088976,-25.446021,-24.484005,-24.831233,-25.013432,-25.484225,-25.884801,-25.460289,-25.011739,-24.673247,-24.395944,-25.068981,-25.844076,-26.316678,-26.689589,-26.960302,-27.097429,-27.997093,-28.689493,-28.964683,-29.079352,-28.276377,-27.305738,-26.684986,-26.131102,-27.436302,-28.726655,-29.478346,-30.330549,-30.440733,-30.405082,-30.161494,-29.793369,-29.432186,-29.151265,-28.945197,-28.759454,-28.541089,-28.290292,-27.84752,-27.492472,-28.096363,-28.927914,-31.592659,-33.988266,-35.329806,-36.733205,-37.249111,-37.493106,-38.727162,-39.729767,-42.141276,-44.677418,-47.513628,-48.364301,-40.196366,-33.417522,-30.783048,-29.365064,-28.257164,-26.975177,-24.021663,-20.3635,-17.227954,-14.199619,-14.372365,-14.995698
"BUR001",2022-07-24,2022-07-24 11:03:00,2022-07-26,"burbot",271,465,NA,712,204,31,"N","1",1,110,NA,NA,0,"A","MD","Region_3","Region_3_1971"," 15:09:22.4060",NA,NA,NA,NA,14.128659,-0.73579,4.5284,-0.180867,1.115415,0.036188,0.229068,14.0834,1971,1967,1993,18,-35.856088,14.081837,1.0433,-0.18729,3.817,3.9824,0.020224,15.5,14.044159,14.188103,13.900424,-0.182879,1.259311,1.540245,1.391324,1.279535,1.560469,1.411548,-40.327526,-40.770263,-41.374854,-41.825099,-42.891517,-43.998378,-45.545856,-47.296758,-48.872338,-49.850233,-49.531084,-48.231346,-46.475245,-44.805677,-43.221126,-41.793006,-40.479557,-39.282149,-38.25184,-37.396404,-36.75652,-36.32316,-36.085343,-36.035724,-36.160786,-36.485779,-36.982065,-37.637151,-38.265495,-38.718514,-38.941121,-39.013104,-39.165084,-39.474545,-39.987472,-40.781896,-41.79653,-43.179424,-44.98387,-47.212191,-49.211484,-49.38779,-48.231587,-47.203372,-46.55892,-46.208357,-46.136951,-46.237454,-46.586202,-47.017411,-47.356321,-47.395127,-47.09792,-46.591372,-45.965862,-45.246717,-44.506415,-43.790401,-43.188018,-42.798553,-42.663124,-42.845768,-43.274141,-43.721943,-43.886766,-43.741047,-43.321158,-42.783793,-42.013795,-40.938483,-39.524977,-37.949464,-36.3757,-34.978895,-33.774151,-32.740981,-31.876646,-31.108824,-30.470991,-29.926862,-29.473203,-29.100043,-28.753479,-28.477527,-28.234727,-28.312971,-28.510905,-28.793602,-29.06329,-29.229507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-31.347757,-32.096343,-32.691234,-32.978134,-32.847381,-33.336431,-33.520995,-33.170393,-32.797263,-32.406336,-32.06139,-31.482142,-30.987956,-30.812616,-30.713669,-31.080977,-31.414424,-31.719535,-31.977216,-31.987813,-31.960864,-31.806606,-31.634373,-31.371649,-31.164599,-30.880359,-30.647386,-30.625543,-30.626173,-31.091387,-31.508985,-32.110522,-32.664465,-32.863806,-33.111794,-33.221588,-33.259857,-33.506148,-33.626321,-33.367413,-32.931946,-32.235477,-31.350954,-30.929101,-30.560927,-30.53313,-30.619608,-30.719667,-30.86171,-31.216484,-31.600772,-32.201862,-32.803145,-33.092823,-33.3501,-33.287929,-33.169351,-33.26196,-33.38426,-33.5654,-33.754535,-33.311518,-32.689156,-31.928485,-30.9205,-31.108997,-31.357263,-31.729346,-32.022107,-32.0177,-32.055948,-32.270783,-32.785061,-33.643999,-34.762088,-35.897304,-36.733721,-36.772605,-36.507628,-35.88917,-35.387845,-36.182908,-37.182804,-38.56966,-39.418482,-38.990554,-38.350661,-38.473258,-39.085522,-40.621994,-42.574387,-43.942909,-46.437703,-51.30783,-57.123772,-52.540928,-51.506319,-53.117936,-52.848897,-49.405579,-46.080388,-42.533724,-39.373357,-38.483464,-38.658513,-40.606928,-42.846141,-42.12182,-39.578442,-37.430564,-36.044415,-36.941118,-38.256975,-40.009751,-40.857513,-39.273814,-37.10741,-35.556855,-34.985097,-36.400652,-38.642286,-40.404211,-40.64378,-39.542213,-38.070294,-37.73628,-37.811556,-38.168298,-38.975538,-38.634056,-36.970123,-34.978703,-33.329649,-34.329979,-36.118875,-38.121816,-40.503272,-40.419343,-38.560291,-37.232135,-37.160323,-38.363327,-40.776135,-44.158458,-47.503142,-48.834951,-47.120995,-43.85149,-41.104835,-40.087436,-39.672984,-40.981229,-41.309702,-39.907368,-38.53723,-36.662063,-35.305566,-35.906979,-36.816111,-39.098699,-40.059675,-38.007832,-35.106937,-31.088627,-27.065865,-25.980872,-25.457917,-24.962387,-24.180562,-21.715426,-18.732545,-16.442745,-14.235711,-15.039336,-15.783071
